1 96 109
2 80 23
3 29 102
4 86 86
5 110 29
6 95 93
7 109 93
8 93 103
9 29 56
10 23 90
11 103 96
12 93 86
13 17 86
14 29 95
15 56 85
16 95 106
17 95 104
18 104 96
19 80 17
20 106 96
21 100 88
22 109 104
23 110 110
24 109 106
25 86 103
26 29 110
27 106 103
28 17 90
29 56 104
30 86 96
31 103 103
32 102 93
33 35 92
34 92 18
35 110 95
36 104 103
37 22 22
38 86 90
39 103 86
40 93 96
41 80 82
42 101 88
43 106 86
44 23 86
45 102 104
46 110 102
47 102 106
48 29 29
49 96 86
50 109 95
51 86 109
52 29 106
53 95 95
54 102 29
55 44 92
56 29 104
57 80 80
58 109 102
59 93 109
60 82 86
61 56 29
62 102 110
63 92 44
64 96 103
65 90 90
66 4 29
67 29 93
68 95 102
69 56 56
70 88 100
71 82 90
72 96 96
73 110 93
74 95 29
75 102 95
76 109 29
77 90 86
78 94 29
79 26 92
80 102 102
81 110 106
82 103 109
83 110 104
84 104 109
85 109 110
86 95 110
87 29 85
88 106 109
89 22 4
90 111 111
91 102 96
92 109 86
93 85 56
94 96 95
95 93 104
96 17 23
97 95 86
98 86 17
99 86 93
100 29 4
101 93 106
102 23 82
103 92 43
104 96 102
105 29 109
106 95 103
107 29 94
108 82 80
109 109 103
110 17 17
111 104 85
112 86 23
113 86 106
114 93 93
115 80 86
116 106 104
117 109 96
118 102 86
119 106 106
120 4 22
121 90 80
122 23 23
123 96 29
124 104 106
125 80 90
126 103 104
127 18 92
128 104 104
129 103 106
130 86 82
131 110 109
132 95 96
133 85 29
134 23 17
135 34 34
136 106 93
137 96 110
138 102 103
139 103 93
140 17 82
141 104 93
142 83 83
143 86 95
144 85 104
145 104 110
146 109 109
147 93 102
148 90 82
149 29 22
150 103 110
151 92 26
152 86 80
153 82 23
154 22 29
155 96 93
156 110 96
157 29 103
158 106 110
159 95 109
160 106 29
161 93 95
162 86 102
163 29 86
164 96 104
165 103 29
166 43 92
167 104 29
168 17 80
169 96 106
170 82 17
171 90 17
172 103 102
173 102 109
174 93 110
175 104 102
176 104 56
177 92 35
178 106 102
179 86 29
180 4 4
181 110 86
182 104 95
183 86 110
184 29 96
185 23 80
186 110 103
187 90 23
188 88 101
189 103 95
190 85 85
191 93 29
192 82 82
193 106 95
