1 109 103 80
2 96 49 49
3 93 104 29
4 93 93 80
5 106 102 96
6 84 6 114
7 102 106 93
8 80 117 1
9 96 103 4
10 109 96 85
11 86 90 93
12 86 5 106
13 103 82 102
14 80 44 26
15 110 93 14
16 106 109 14
17 84 106 109
18 110 80 106
19 102 96 102
20 102 109 22
21 110 104 5
22 96 108 114
23 105 43 44
24 94 86 95
25 110 10 113
26 86 117 8
27 85 102 102
28 95 82 93
29 14 106 96
30 5 114 115
31 29 10 113
32 96 93 96
33 104 109 4
34 105 110 109
35 109 23 93
36 104 96 106
37 112 110 95
38 94 109 96
39 88 23 101
40 96 29 110
41 106 106 29
42 96 110 110
43 112 106 96
44 109 17 93
45 82 106 86
46 82 40 39
47 14 110 95
48 80 6 108
49 88 17 101
50 102 78 78
51 102 102 84
52 86 95 86
53 109 14 102
54 106 94 93
55 93 95 102
56 103 109 104
57 85 110 96
58 106 29 102
59 100 100 29
60 112 104 56
61 4 95 93
62 104 108 10
63 103 17 103
64 96 26 26
65 86 80 110
66 110 104 93
67 102 85 109
68 86 35 18
69 93 102 56
70 95 14 103
71 95 93 4
72 110 5 110
73 85 93 110
74 94 96 103
75 96 14 106
76 106 110 102
77 85 106 95
78 86 86 94
79 102 106 5
80 109 96 86
81 103 23 103
82 96 94 109
83 85 29 96
84 29 62 31
85 92 92 106
86 106 44 44
87 3 3 102
88 102 114 108
89 93 93 22
90 22 95 29
91 103 113 115
92 96 60 60
93 109 103 22
94 103 115 10
95 102 5 103
96 103 56 95
97 109 39 39
98 29 104 93
99 96 95 103
100 84 96 110
101 104 56 56
102 102 109 80
103 95 95 106
104 95 103 96
105 90 10 115
106 103 4 96
107 110 96 84
108 102 95 96
109 102 103 106
110 17 95 109
111 116 95 110
112 93 113 10
113 106 96 56
114 93 115 115
115 17 114 10
116 96 5 96
117 29 102 102
118 96 96 22
119 103 109 90
120 90 86 86
121 96 109 102
122 103 110 94
123 103 95 112
124 94 93 102
125 22 96 95
126 34 24 24
127 106 84 103
128 93 109 103
129 23 95 109
130 96 103 86
131 23 114 10
132 22 53 51
133 27 65 92
134 102 104 95
135 110 102 102
136 97 65 29
137 80 82 80
138 14 95 93
139 95 93 85
140 93 110 84
141 44 82 92
142 106 95 84
143 104 103 102
144 86 113 114
145 110 95 56
146 94 39 40
147 88 109 100
148 4 104 56
149 86 93 106
150 112 95 93
151 86 14 96
152 4 29 95
153 4 106 96
154 102 110 56
155 22 102 93
156 110 22 106
157 93 94 95
158 80 5 112
159 29 110 96
160 17 109 95
161 116 110 103
162 29 29 96
163 80 115 6
164 29 4 94
165 94 102 110
166 29 106 95
167 106 56 106
168 23 86 96
169 95 108 113
170 110 116 109
171 29 93 110
172 109 56 110
173 102 93 103
174 4 110 95
175 103 96 116
176 93 96 96
177 90 35 35
178 104 109 85
179 95 106 116
180 100 64 36
181 96 110 14
182 109 102 23
183 110 93 110
184 26 95 92
185 29 48 48
186 101 21 47
187 23 109 95
188 110 29 96
189 106 10 10
190 84 86 93
191 109 102 17
192 22 81 81
193 103 109 105
194 109 108 6
195 4 102 29
196 110 106 95
197 86 103 103
198 109 109 106
199 84 102 103
200 109 96 4
201 96 103 85
202 110 110 96
203 29 22 106
204 22 93 109
205 105 109 93
206 56 103 109
207 95 93 86
208 86 105 93
209 96 96 80
210 102 86 109
211 17 86 96
212 103 112 96
213 3 87 82
214 93 84 110
215 106 109 110
216 56 108 115
217 102 110 4
218 87 87 80
219 93 17 95
220 110 103 103
221 90 55 55
222 86 106 95
223 18 110 92
224 102 90 95
225 97 28 44
226 102 104 104
227 96 56 102
228 86 93 110
229 82 95 95
230 109 95 84
231 104 86 93
232 110 105 93
233 80 114 6
234 90 109 93
235 43 106 92
236 93 23 95
237 104 102 103
238 102 106 82
239 86 90 82
240 109 84 103
241 86 110 96
242 95 95 14
243 80 96 95
244 95 103 23
245 5 95 102
246 93 44 43
247 110 14 96
248 95 103 17
249 109 96 56
250 103 93 29
251 104 110 22
252 116 95 106
253 35 109 92
254 93 102 86
255 102 103 110
256 86 116 109
257 116 103 96
258 92 92 14
259 93 56 103
260 29 103 103
261 86 117 117
262 29 22 110
263 104 56 85
264 86 102 102
265 110 106 104
266 102 22 103
267 109 109 110
268 82 109 109
269 106 96 4
270 80 93 109
271 106 109 106
272 93 84 106
273 93 114 115
274 17 115 10
275 17 113 115
276 106 102 17
277 82 44 35
278 110 113 114
279 109 10 10
280 102 10 114
281 110 93 106
282 106 108 6
283 81 39 66
284 106 102 23
285 103 104 22
286 84 103 102
287 106 56 110
288 82 6 115
289 93 94 104
290 96 80 96
291 100 54 35
292 103 84 93
293 94 102 106
294 23 113 115
295 23 115 10
296 112 108 108
297 87 87 22
298 93 102 85
299 29 93 106
300 4 29 104
301 80 86 103
302 109 56 106
303 95 84 102
304 96 93 17
305 112 104 85
306 103 85 96
307 82 88 88
308 80 102 93
309 96 82 95
310 110 95 4
311 110 22 110
312 14 108 108
313 15 15 22
314 96 93 23
315 96 23 109
316 4 71 31
317 103 94 103
318 101 101 22
319 22 71 62
320 23 86 17
321 93 96 23
322 110 95 85
323 4 104 85
324 106 14 102
325 96 110 106
326 95 109 84
327 29 29 17
328 106 17 93
329 93 96 17
330 23 86 23
331 17 116 86
332 95 110 103
333 102 18 44
334 29 29 23
335 93 102 4
336 80 116 14
337 104 96 110
338 110 106 90
339 111 111 111
340 96 17 109
341 109 106 29
342 23 90 80
343 95 29 103
344 95 93 56
345 105 10 115
346 96 29 106
347 97 19 26
348 82 110 93
349 102 80 103
350 4 108 108
351 106 23 93
352 110 110 17
353 23 116 86
354 17 86 23
355 56 96 93
356 94 82 29
357 102 4 109
358 110 80 110
359 80 17 23
360 86 104 93
361 102 115 108
362 102 110 86
363 103 95 109
364 95 102 22
365 17 86 17
366 110 110 23
367 109 109 14
