1 43 93 44
2 109 103 80
3 49 5 49
4 56 94 86
5 44 94 35
6 93 104 29
7 60 93 60
8 93 93 80
9 106 102 96
10 102 106 93
11 104 65 97
12 96 103 4
13 109 96 85
14 86 90 93
15 86 101 100
16 103 82 102
17 110 93 14
18 106 109 14
19 84 106 109
20 44 105 26
21 110 80 106
22 102 96 102
23 102 109 22
24 115 56 108
25 85 102 102
26 95 82 93
27 114 4 108
28 14 106 96
29 96 93 96
30 104 109 4
31 105 110 109
32 109 23 93
33 104 96 106
34 44 93 18
35 112 110 95
36 115 82 6
37 94 109 96
38 115 23 113
39 96 29 110
40 22 104 102
41 106 106 29
42 18 103 26
43 96 110 110
44 112 106 96
45 109 17 93
46 71 29 71
47 78 84 78
48 14 110 95
49 102 102 84
50 106 3 3
51 115 17 113
52 109 14 102
53 106 94 93
54 93 95 102
55 103 109 104
56 31 22 31
57 85 110 96
58 108 95 108
59 106 29 102
60 4 95 93
61 103 17 103
62 36 101 21
63 95 5 86
64 86 80 110
65 110 104 93
66 102 85 109
67 93 102 56
68 86 90 5
69 95 14 103
70 95 93 4
71 110 5 110
72 86 65 63
73 115 105 10
74 85 93 110
75 94 96 103
76 96 14 106
77 106 110 102
78 85 106 95
79 86 86 94
80 56 102 104
81 102 106 5
82 109 96 86
83 103 23 103
84 96 94 109
85 104 116 104
86 26 93 26
87 96 85 29
88 114 112 108
89 115 5 115
90 93 93 22
91 109 103 22
92 102 5 103
93 100 88 14
94 102 100 101
95 103 56 95
96 86 65 2
97 82 87 3
98 29 104 93
99 96 95 103
100 84 96 110
101 102 14 86
102 104 56 56
103 95 95 106
104 102 109 80
105 108 85 10
106 55 90 55
107 95 103 96
108 92 43 96
109 10 103 6
110 35 23 43
111 103 86 23
112 103 4 96
113 110 96 84
114 108 94 6
115 84 92 92
116 112 90 86
117 102 95 96
118 62 22 62
119 117 23 7
120 103 86 17
121 104 109 86
122 102 103 106
123 17 95 109
124 116 95 110
125 106 96 56
126 10 96 114
127 96 5 96
128 40 4 39
129 29 102 102
130 96 96 22
131 103 109 90
132 90 86 86
133 96 109 102
134 35 17 43
135 14 90 86
136 103 110 94
137 103 95 112
138 47 101 64
139 94 93 102
140 117 17 7
141 22 96 95
142 100 88 110
143 85 104 5
144 106 84 103
145 10 14 10
146 93 109 103
147 23 95 109
148 86 80 14
149 96 103 86
150 115 90 10
151 102 104 95
152 86 106 104
153 110 102 102
154 103 22 29
155 103 116 86
156 80 82 80
157 14 95 93
158 95 93 85
159 93 110 84
160 108 15 9
161 60 5 60
162 49 93 49
163 106 95 84
164 104 103 102
165 110 95 56
166 86 93 106
167 112 95 93
168 4 106 96
169 71 4 62
170 104 106 112
171 102 110 56
172 22 102 93
173 110 22 106
174 93 94 95
175 114 80 6
176 29 110 96
177 17 109 95
178 116 110 103
179 26 5 26
180 29 29 96
181 94 102 110
182 29 106 95
183 106 56 106
184 110 116 109
185 108 86 10
186 29 93 110
187 102 29 56
188 109 56 110
189 102 93 103
190 4 110 95
191 115 93 115
192 103 96 116
193 93 96 96
194 6 90 114
195 104 109 85
196 95 106 116
197 96 110 14
198 109 102 23
199 110 93 110
200 44 90 26
201 114 102 114
202 23 109 95
203 110 29 96
204 40 112 39
205 109 102 17
206 103 109 105
207 110 106 95
208 86 103 103
209 44 110 44
210 109 109 106
211 84 102 103
212 109 96 4
213 44 29 44
214 96 103 85
215 110 110 96
216 29 22 106
217 22 93 109
218 105 109 93
219 56 103 109
220 95 93 86
